fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,sulfur_ratio,alcohol_density_ratio,acidity_balance,best_supervised_prediction,best_supervised_residual
6.4,0.31,0.38,2.9,0.038,19.0,102.0,0.9912,3.17,0.35,11.0,7,0.1862745079777009,11.097648206569605,9.275348876305976,7.0,0.0
6.8,0.26,0.42,1.7,0.049,41.0,122.0,0.993,3.47,0.48,10.5,8,0.336065571015856,10.574007478340908,9.999985294139274,6.538369360018662,1.4616306399813377
7.6,0.67,0.14,1.5,0.074,25.0,168.0,0.9937,3.05,0.51,9.3,5,0.14880952292375285,9.358952038892987,9.382704465796955,5.0,0.0
6.6,0.27,0.41,1.3,0.052,16.0,142.0,0.9951,3.42,0.47,10.0,6,0.11267605554453482,10.0492311835683,9.705868079605764,6.0,0.0
7.0,0.25,0.32,9.0,0.046,56.0,245.0,0.9955,3.25,0.5,10.4,6,0.22857142763848398,10.447001057758857,12.280680209332964,6.0,0.0
6.9,0.24,0.35,1.0,0.052,35.0,146.0,0.993,3.45,0.44,10.0,6,0.2397260257553012,10.070483312705626,11.694895432380624,6.0,0.0
7.0,0.28,0.39,8.7,0.051,32.0,141.0,0.9961,3.38,0.53,10.5,6,0.2269503530003521,10.541099747917128,10.4477456003797,6.0,0.0
7.4,0.27,0.48,1.1,0.047,17.0,132.0,0.9914,3.19,0.49,11.6,6,0.12878787781221304,11.700613576141238,9.866653511128652,6.0,0.0
7.2,0.32,0.36,2.0,0.033,37.0,114.0,0.9906,3.1,0.71,12.3,7,0.3245614006617421,12.41670460659741,10.58821972320629,7.0,0.0
8.5,0.24,0.39,10.4,0.044,20.0,142.0,0.9974,3.2,0.53,10.0,6,0.14084506943066852,10.02605772402474,13.492042076123688,6.0,0.0
8.3,0.14,0.34,1.1,0.042,7.0,47.0,0.9934,3.47,0.4,10.2,6,0.14893616704391135,10.267756927967659,17.291630642436164,5.31085894903926,0.6891410509607399
7.4,0.25,0.36,2.05,0.05,31.0,100.0,0.992,3.19,0.44,10.8,6,0.3099999969,10.88708579930867,12.131127653889092,6.0,0.0
6.2,0.12,0.34,1.5,0.045,43.0,117.0,0.9939,3.42,0.51,9.0,6,0.3675213643801593,9.055227834562999,13.478231569061807,6.0,0.0
5.8,0.27,0.2,14.95,0.044,22.0,179.0,0.9962,3.37,0.37,10.2,5,0.12290502724634063,10.238897571875555,12.340399275746222,5.384225708424026,-0.3842257084240259
7.3,0.28,0.43,1.7,0.08,21.0,123.0,0.9905,3.19,0.42,12.8,5,0.17073170592901052,12.922753232959886,10.281675659611746,6.4364460085209,-1.4364460085208997
6.5,0.39,0.23,5.4,0.051,25.0,149.0,0.9934,3.24,0.35,10.0,5,0.16778523377325347,10.066428360752607,10.483854058299906,5.0,0.0
7.0,0.33,0.32,1.2,0.053,38.0,138.0,0.9906,3.13,0.28,11.2,6,0.2753623168452006,11.306267609259429,10.76921420120892,6.630540056684919,-0.6305400566849189
7.3,0.24,0.39,17.95,0.057,45.0,149.0,0.9999,3.21,0.36,8.6,5,0.3020134207918562,8.600851484296944,11.58728319478858,5.486736430811276,-0.48673643081127604
6.7,0.23,0.39,2.5,0.172,63.0,158.0,0.9937,3.11,0.36,9.4,6,0.39873417469155586,9.459585931784309,10.806434183170673,6.0,0.0
6.7,0.24,0.39,2.9,0.173,63.0,157.0,0.9937,3.1,0.34,9.4,6,0.4012738827944339,9.459585931784309,10.634903754121025,6.0,0.0
7.0,0.31,0.26,7.4,0.069,28.0,160.0,0.9954,3.13,0.46,9.8,6,0.17499999890625,9.84527843552498,12.280680209332964,6.0,0.0
6.6,0.24,0.27,1.4,0.057,33.0,152.0,0.9934,3.22,0.56,9.5,6,0.21710526172957065,9.563106942714976,12.941151095782164,6.0,0.0
6.7,0.23,0.26,1.4,0.06,33.0,154.0,0.9934,3.24,0.56,9.5,6,0.2142857128942486,9.563106942714976,13.673441482772486,6.0,0.0
7.4,0.18,0.31,1.4,0.058,38.0,167.0,0.9931,3.16,0.53,10.0,7,0.22754490881709635,10.069469268483266,15.10200999589797,7.0,0.0
6.2,0.45,0.26,4.4,0.063,63.0,206.0,0.994,3.27,0.52,9.8,4,0.30582524123385807,9.859145010920512,8.732382067067512,4.0,0.0
6.2,0.46,0.25,4.4,0.066,62.0,207.0,0.9939,3.25,0.52,9.8,5,0.2995169067656188,9.860136975413045,8.732382067067512,5.0,0.0
6.9,0.19,0.35,5.0,0.067,32.0,150.0,0.995,3.36,0.48,9.8,5,0.21333333191111112,9.849236332425797,12.777754115270156,5.0,0.0
7.2,0.19,0.31,1.6,0.062,31.0,173.0,0.9917,3.35,0.44,11.7,6,0.17919075040930202,11.797910862245777,14.3999712000576,6.0,0.0
6.6,0.25,0.29,1.1,0.068,39.0,124.0,0.9914,3.34,0.58,11.0,7,0.3145161264958377,11.095409425651175,12.222199588519278,6.998323641215538,0.0016763587844623729
6.2,0.16,0.33,1.1,0.057,21.0,82.0,0.991,3.32,0.46,10.9,7,0.2560975578524688,10.998979819394734,12.65303540196857,5.815216003647765,1.1847839963522349
6.4,0.18,0.35,1.0,0.045,39.0,108.0,0.9911,3.31,0.35,10.9,6,0.3611111077674897,10.997870045535219,12.075448914247332,6.0,0.0
6.8,0.2,0.59,0.9,0.147,38.0,132.0,0.993,3.05,0.38,9.1,6,0.287878785697888,9.16413981456212,8.607584041032858,6.0,0.0
6.9,0.25,0.35,1.3,0.039,29.0,191.0,0.9908,3.13,0.52,11.0,6,0.15183245993804995,11.102128479886476,11.499980833365278,6.0,0.0
7.2,0.21,0.34,11.9,0.043,37.0,213.0,0.9962,3.09,0.5,9.6,6,0.1737089193722586,9.636609479412288,13.090885289299473,6.0,0.0
6.0,0.19,0.26,12.4,0.048,50.0,147.0,0.9972,3.3,0.36,8.9,6,0.34013605210791803,8.924981021880242,13.333303703769548,6.0,0.0
6.6,0.38,0.15,4.6,0.044,25.0,78.0,0.9931,3.11,0.38,10.2,6,0.32051281640368184,10.270858653852931,12.452806692817559,4.906469455504952,1.0935305444950476
7.4,0.2,0.36,1.2,0.038,44.0,111.0,0.9926,3.36,0.34,9.9,6,0.39639639282525774,9.973796117473183,13.214262117389074,6.072808559081746,-0.07280855908174644
6.8,0.22,0.24,4.9,0.092,30.0,123.0,0.9951,3.03,0.46,8.6,6,0.2439024370414436,8.642338817868739,14.782576559616176,6.0,0.0
7.0,0.47,0.07,1.1,0.035,17.0,151.0,0.991,3.02,0.34,10.5,5,0.11258278071137232,10.595347532444467,12.962938957520448,5.0,0.0
7.2,0.24,0.27,1.4,0.038,31.0,122.0,0.9927,3.15,0.46,10.3,6,0.25409835857296426,10.375732471308078,14.117619377216906,6.0,0.0
6.2,0.35,0.03,1.2,0.064,29.0,120.0,0.9934,3.22,0.54,9.1,5,0.2416666646527778,9.160449808284872,16.315746537509114,5.0,0.0
6.4,0.26,0.24,6.4,0.04,27.0,124.0,0.9903,3.22,0.49,12.6,7,0.21774193372788764,12.723404298289106,12.7999744000512,7.0,0.0
6.7,0.25,0.13,1.2,0.041,81.0,174.0,0.992,3.14,0.42,9.8,5,0.4655172387039239,9.879022299372682,17.631532548598557,5.175309047896954,-0.17530904789695434
6.7,0.23,0.31,2.1,0.046,30.0,96.0,0.9926,3.33,0.64,10.7,8,0.31249999674479173,10.779759440097278,12.407384430769572,8.0,0.0
7.4,0.24,0.29,10.1,0.05,21.0,105.0,0.9962,3.13,0.35,9.5,5,0.1999999980952381,9.536228130668409,13.962237807098477,5.0,0.0
6.2,0.27,0.43,7.8,0.056,48.0,244.0,0.9956,3.1,0.51,9.0,6,0.19672131066917495,9.03976593032751,8.85713020409971,5.2554521020903975,0.7445478979096025
6.8,0.3,0.23,4.6,0.061,50.5,238.5,0.9958,3.32,0.6,9.5,5,0.21174004104092226,9.54005870650863,12.830164471387787,5.0,0.0
6.0,0.27,0.28,4.8,0.063,31.0,201.0,0.9964,3.69,0.71,10.0,5,0.1542288549540853,10.03611999586512,10.909071074416227,5.191630151518006,-0.1916301515180061
8.6,0.23,0.46,1.0,0.054,9.0,72.0,0.9941,2.95,0.49,9.1,6,0.12499999826388891,9.15399944271256,12.463750052536154,6.0,0.0
7.1,0.18,0.36,1.4,0.043,31.0,87.0,0.9898,3.26,0.37,12.7,7,0.3563218349848065,12.830861961141682,13.148123799770739,7.0,0.0
7.0,0.32,0.34,1.3,0.042,20.0,69.0,0.9912,3.31,0.65,12.0,7,0.28985506826297003,12.106525316257752,10.606044536296157,7.0,0.0
7.4,0.18,0.3,8.8,0.064,26.0,103.0,0.9961,2.94,0.56,9.3,5,0.2524271820152701,9.336402633869458,15.416634548678026,5.0,0.0
6.7,0.54,0.28,5.4,0.06,21.0,105.0,0.9949,3.27,0.37,9.0,5,0.1999999980952381,9.046126197480955,8.170721743022265,5.0,0.0
6.8,0.22,0.31,1.4,0.053,34.0,114.0,0.9929,3.39,0.77,10.6,6,0.29824561141889816,10.675787414858076,12.830164471387787,6.848815696399065,-0.8488156963990647
7.1,0.2,0.34,16.0,0.05,51.0,166.0,0.9985,3.21,0.6,9.2,6,0.307228913811874,9.21381150344366,13.148123799770739,5.408042886965361,0.5919571130346393
7.1,0.34,0.2,6.1,0.063,47.0,164.0,0.9946,3.17,0.42,10.0,5,0.2865853641061868,10.054283074318244,13.148123799770739,5.0,0.0
7.3,0.22,0.3,8.2,0.047,42.0,207.0,0.9966,3.33,0.46,9.5,6,0.20289854974445146,9.532400629740486,14.038434541472034,6.0,0.0
7.1,0.43,0.61,11.8,0.045,54.0,155.0,0.9974,3.11,0.45,8.7,5,0.3483870945265349,8.722670219901524,6.826916512580277,5.559502528951089,-0.5595025289510893
7.1,0.44,0.62,11.8,0.044,52.0,152.0,0.9975,3.12,0.46,8.7,6,0.3421052609072022,8.72179576762329,6.6981068885784065,6.0,0.0
7.2,0.39,0.63,11.0,0.044,55.0,156.0,0.9974,3.09,0.44,8.7,6,0.3525641003040763,8.722670219901524,7.058816609003325,6.0,0.0
6.8,0.25,0.31,13.3,0.05,69.0,202.0,0.9972,3.22,0.48,9.7,6,0.3415841567248309,9.727226506993073,12.142835459222391,5.598536323541072,0.40146367645892767
6.1,0.27,0.43,7.5,0.049,65.0,243.0,0.9957,3.12,0.47,9.0,5,0.2674897108333757,9.038858050760219,8.714273265323907,5.0,0.0
6.9,0.24,0.33,1.7,0.035,47.0,136.0,0.99,3.26,0.4,12.6,7,0.3455882327530277,12.727259871454674,12.105241920628208,7.0,0.0
6.9,0.21,0.33,1.8,0.034,48.0,136.0,0.9899,3.25,0.41,12.6,7,0.35294117387543256,12.72854558183091,12.777754115270156,7.0,0.0
7.5,0.17,0.32,1.7,0.04,51.0,148.0,0.9916,3.21,0.44,11.5,7,0.3445945922662528,11.597406618186145,15.306091212058751,6.737600204642236,0.2623997953577639
7.1,0.26,0.29,12.4,0.044,62.0,240.0,0.9969,3.04,0.42,9.2,6,0.25833333225694444,9.22859942963243,12.909067438059202,6.0,0.0
6.0,0.34,0.66,15.9,0.046,26.0,164.0,0.9979,3.14,0.5,8.8,6,0.15853658439916718,8.81851005260041,5.999994000006001,6.0,0.0
8.6,0.265,0.36,1.2,0.034,15.0,80.0,0.9913,2.95,0.36,11.4,7,0.18749999765625003,11.500038837850461,13.759977984035224,7.0,0.0
9.8,0.36,0.46,10.5,0.038,4.0,83.0,0.9956,2.89,0.3,10.1,4,0.04819277050370156,10.144626210700872,11.951204937554953,4.0,0.0
7.4,0.25,0.37,13.5,0.06,52.0,192.0,0.9975,3.0,0.44,9.1,5,0.27083333192274306,9.122797871881831,11.935464620218355,5.0,0.0
7.1,0.12,0.32,9.6,0.054,64.0,162.0,0.9962,3.4,0.41,9.4,5,0.3950617259564091,9.435846781924532,16.136326962893268,5.0,0.0
6.0,0.21,0.24,12.1,0.05,55.0,164.0,0.997,3.34,0.39,9.4,5,0.33536585161362287,9.428275397918357,13.33330370376955,5.0,0.0
7.5,0.305,0.4,18.9,0.059,44.0,170.0,1.0,2.99,0.46,9.0,5,0.2588235278892734,8.999991000009,10.638282782577612,5.705022747199694,-0.7050227471996937
7.3,0.13,0.32,14.4,0.051,34.0,109.0,0.9974,3.2,0.35,9.2,6,0.3119266026428752,9.223973106102761,16.222186172919617,6.0,0.0
7.1,0.23,0.35,16.5,0.04,60.0,171.0,0.999,3.16,0.59,9.1,6,0.35087719093054276,9.109099990890899,12.24135820455482,6.0,0.0
6.9,0.33,0.28,1.3,0.051,37.0,187.0,0.9927,3.27,0.6,10.3,5,0.19786096150876492,10.375732471308078,11.311456866464152,5.0,0.0
6.5,0.17,0.54,8.5,0.082,64.0,163.0,0.9959,2.89,0.39,8.8,6,0.39263803440099365,8.836219664404394,9.154916683215937,6.0,0.0
7.2,0.27,0.46,18.75,0.052,45.0,255.0,1.0,3.04,0.52,8.9,5,0.1764705875432526,8.8999911000089,9.863000187670975,5.278037821324072,-0.2780378213240722
7.2,0.31,0.5,13.3,0.056,68.0,195.0,0.9982,3.01,0.47,9.2,5,0.3487179469296516,9.216580628550762,8.888877914965537,5.0,0.0
6.7,0.41,0.34,9.2,0.049,29.0,150.0,0.9968,3.22,0.51,9.1,5,0.19333333204444444,9.129204324634506,8.933321422238103,5.0,0.0
5.5,0.485,0.0,1.5,0.065,8.0,103.0,0.994,3.63,0.4,9.7,4,0.07766990215854463,9.758541490400914,11.340182803746798,4.0,0.0
6.0,0.31,0.24,3.3,0.041,25.0,143.0,0.9914,3.31,0.44,11.3,6,0.17482517360262118,11.398011500896207,10.909071074416227,6.0,0.0
7.0,0.14,0.4,1.7,0.035,16.0,85.0,0.9911,3.19,0.42,11.8,6,0.18823529190311422,11.905951058469318,12.962938957520448,6.0,0.0
7.3,0.32,0.48,13.3,0.06,57.0,196.0,0.9982,3.04,0.5,9.2,5,0.2908163250468555,9.216580628550762,9.124988593764257,5.0,0.0
5.9,0.36,0.04,5.7,0.046,21.0,87.0,0.9934,3.22,0.51,10.2,5,0.24137930757035278,10.267756927967659,14.74996312509219,5.0,0.0
7.8,0.24,0.32,12.2,0.054,42.0,138.0,0.9984,3.01,0.54,8.8,5,0.3043478238815375,8.814093735883679,13.92854655616686,5.0,0.0
7.4,0.16,0.31,6.85,0.059,31.0,131.0,0.9952,3.29,0.34,9.7,5,0.2366412195676243,9.746774772131458,15.744647351814148,5.891590307130803,-0.8915903071308033
6.9,0.19,0.28,5.0,0.058,14.0,146.0,0.9952,3.29,0.36,9.1,6,0.09589041030212048,9.143881487257348,14.68081982804292,6.0,0.0
6.4,0.13,0.47,1.6,0.092,40.0,158.0,0.9928,3.21,0.36,9.8,6,0.253164555359718,9.87106177370893,10.66664888891852,6.0,0.0
6.7,0.19,0.36,1.1,0.026,63.0,143.0,0.9912,3.27,0.48,11.0,6,0.4405594374786053,11.097648206569605,12.18179603309812,6.0,0.0
7.4,0.39,0.23,7.0,0.033,29.0,126.0,0.994,3.14,0.42,10.5,5,0.2301587283320736,10.563369654557691,11.935464620218355,5.0,0.0
6.5,0.24,0.32,7.6,0.038,48.0,203.0,0.9958,3.45,0.54,9.7,7,0.23645320080564927,9.740902047698285,11.607122130139052,7.0,0.0
6.1,0.3,0.56,2.8,0.044,47.0,179.0,0.9924,3.3,0.57,10.9,7,0.26256983093536407,10.98346333790474,7.093015008122082,7.0,0.0
6.1,0.3,0.56,2.7,0.046,46.0,184.0,0.9924,3.31,0.57,10.9,6,0.24999999864130437,10.98346333790474,7.093015008122082,6.487365116207555,-0.4873651162075552
5.7,0.26,0.25,10.4,0.02,7.0,57.0,0.994,3.39,0.37,10.6,5,0.12280701538935061,10.663973175077288,11.176448673630052,5.0,0.0
6.5,0.425,0.4,13.1,0.038,59.0,241.0,0.9979,3.23,0.57,9.0,5,0.24481327699247604,9.018930735614054,7.878778328753541,5.0,0.0
6.6,0.24,0.27,15.8,0.035,46.0,188.0,0.9982,3.24,0.51,9.2,5,0.24468084976233592,9.216580628550762,12.941151095782164,5.0,0.0
6.8,0.27,0.22,8.1,0.034,55.0,203.0,0.9961,3.19,0.52,8.9,5,0.2709359592564731,8.9348369291869,13.877522698933268,5.0,0.0
6.7,0.27,0.31,15.7,0.036,44.0,179.0,0.9979,3.26,0.56,9.6,5,0.24581005449268126,9.62019278465499,11.551704221199618,5.0,0.0
8.2,0.23,0.4,1.2,0.027,36.0,121.0,0.992,3.12,0.38,10.7,6,0.2975206586981764,10.78627944931507,13.01585235578991,6.0,0.0
7.1,0.37,0.67,10.5,0.045,49.0,155.0,0.9975,3.16,0.44,8.7,5,0.3161290302185224,8.72179576762329,6.826916512580277,5.0,0.0
6.8,0.19,0.36,1.9,0.035,30.0,96.0,0.9917,3.15,0.54,10.8,7,0.31249999674479173,10.89037925745764,12.36361388433839,7.0,0.0
8.1,0.28,0.39,1.9,0.029,18.0,79.0,0.9923,3.23,0.52,11.8,6,0.22784809838166964,11.891553067063322,12.089534194725081,6.0,0.0
6.3,0.31,0.34,2.2,0.045,20.0,77.0,0.9927,3.3,0.43,10.2,5,0.25974025636700965,10.274997204596348,9.692292781088028,5.0,0.0
7.9,0.21,0.4,1.2,0.039,38.0,107.0,0.992,3.21,0.54,10.8,6,0.3551401835968207,10.88708579930867,12.950798441314031,6.524090181918068,-0.5240901819180683
8.5,0.21,0.41,4.3,0.036,24.0,99.0,0.9947,3.18,0.53,9.7,6,0.24242423997551274,9.751674121168069,13.70965530700757,6.0,0.0
8.1,0.2,0.4,2.0,0.037,19.0,87.0,0.9921,3.12,0.54,11.2,6,0.21839080208746206,11.28917317894045,13.499977500037497,6.0,0.0
6.3,0.255,0.37,1.1,0.04,37.0,114.0,0.9905,3.0,0.39,10.9,6,0.3245614006617421,11.004532049942402,10.079983872025805,6.0,0.0
5.6,0.16,0.27,1.4,0.044,53.0,168.0,0.9918,3.28,0.37,10.1,6,0.315476188598356,10.183494471169114,13.023225527382493,5.5728966699013744,0.42710333009862556
6.4,0.595,0.14,5.2,0.058,15.0,97.0,0.9951,3.38,0.36,9.0,4,0.15463917366351368,9.044308065211471,8.70747114629776,4.0,0.0
6.3,0.34,0.33,4.6,0.034,19.0,80.0,0.9917,3.38,0.58,12.0,7,0.23749999703125005,12.100421397175156,9.402971040341729,7.0,0.0
6.9,0.25,0.3,4.1,0.054,23.0,116.0,0.994,2.99,0.38,9.4,6,0.19827586035969086,9.456730928842124,12.545431735578662,6.0,0.0
7.9,0.22,0.38,8.0,0.043,46.0,152.0,0.9934,3.12,0.32,11.5,7,0.3026315769563712,11.576392614865497,13.166644722258797,7.0,0.0
7.6,0.18,0.46,10.2,0.055,58.0,135.0,0.9968,3.14,0.43,9.9,6,0.42962962644718794,9.931771737789187,11.87498144534149,6.0,0.0
7.2,0.18,0.41,1.2,0.048,41.0,97.0,0.9919,3.14,0.45,10.4,5,0.42268040801360407,10.484917345581868,12.203369146831955,5.0,0.0
8.2,0.23,0.4,7.5,0.049,12.0,76.0,0.9966,3.06,0.84,9.7,6,0.15789473476454297,9.733082748261339,13.01585235578991,6.0,0.0
7.4,0.24,0.42,14.0,0.066,48.0,198.0,0.9979,2.89,0.42,8.9,6,0.24242424119987757,8.91872039410723,11.212104224084511,6.0,0.0
6.1,0.32,0.24,1.5,0.036,38.0,124.0,0.9898,3.29,0.42,12.4,7,0.3064516104318419,12.52777073371314,10.892837691361263,7.0,0.0
5.2,0.44,0.04,1.4,0.036,43.0,119.0,0.9894,3.36,0.33,12.1,8,0.3613445347786174,12.229621761045319,10.83331076393591,6.2700299842673894,1.7299700157326106
6.4,0.22,0.56,14.5,0.055,27.0,159.0,0.998,2.98,0.4,9.1,5,0.16981131968672125,9.118227336445553,8.205117685746556,5.0,0.0
6.3,0.36,0.3,4.8,0.049,14.0,85.0,0.9932,3.28,0.39,10.6,5,0.16470588041522494,10.672562754165572,9.545440082666541,5.0,0.0
6.7,0.24,0.35,13.1,0.05,64.0,205.0,0.997,3.15,0.5,9.5,5,0.3121951204283165,9.52857620002387,11.355912956079736,5.0,0.0
7.0,0.23,0.36,13.0,0.051,72.0,177.0,0.9972,3.16,0.49,9.8,5,0.406779658718759,9.827507192632178,11.864386670531067,5.0,0.0
8.4,0.27,0.46,8.7,0.048,39.0,197.0,0.9974,3.14,0.59,9.6,6,0.1979695421422866,9.62501541506375,11.506833552282805,5.820331458316247,0.17966854168375335
6.7,0.46,0.18,2.4,0.034,25.0,98.0,0.9896,3.08,0.44,12.6,7,0.2551020382132445,12.732404272024784,10.468733642603683,7.0,0.0
7.5,0.29,0.31,8.95,0.055,20.0,151.0,0.9968,3.08,0.54,9.3,5,0.1324503302486733,9.329846177923176,12.499979166701388,5.0,0.0
9.8,0.42,0.48,9.85,0.034,5.0,110.0,0.9958,2.87,0.29,10.0,5,0.04545454504132232,10.042167059482768,10.888876790136901,5.0,0.0
7.1,0.3,0.46,1.5,0.066,29.0,133.0,0.9906,3.12,0.54,12.7,6,0.21804511114251796,12.820499878356673,9.3420929709303,6.0,0.0
7.9,0.19,0.45,1.5,0.045,17.0,96.0,0.9917,3.13,0.39,11.0,6,0.1770833314887153,11.09205294741056,12.343730712920761,5.723453412524017,0.27654658747598315
7.6,0.48,0.37,0.8,0.037,4.0,100.0,0.9902,3.03,0.39,11.4,4,0.0399999996,11.512814065023163,8.941165951569468,4.0,0.0
6.3,0.22,0.43,4.55,0.038,31.0,130.0,0.9918,3.35,0.33,11.5,7,0.23846153662721895,11.59506796222226,9.692292781088028,7.0,0.0
7.5,0.27,0.31,17.7,0.051,33.0,173.0,0.999,3.09,0.64,10.2,5,0.19075144398409571,10.2101999897898,12.931012187910019,5.0,0.0
6.9,0.23,0.4,7.5,0.04,50.0,151.0,0.9927,3.11,0.27,11.4,6,0.3311258256216833,11.483820405137095,10.952363567676876,6.0,0.0
7.2,0.32,0.47,5.1,0.044,19.0,65.0,0.991,3.03,0.41,12.6,4,0.292307687810651,12.71441703893336,9.113912514034793,6.6068605270346,-2.6068605270346
5.9,0.23,0.3,12.9,0.054,57.0,170.0,0.9972,3.28,0.39,9.4,5,0.3352941156747405,9.426384450075762,11.132054467821758,5.0,0.0
6.0,0.67,0.07,1.2,0.06,9.0,108.0,0.9931,3.11,0.35,8.7,4,0.08333333256172841,8.76043826358044,8.108097151220067,4.0,0.0
6.4,0.25,0.32,5.5,0.049,41.0,176.0,0.995,3.19,0.68,9.2,6,0.2329545441309401,9.246221863093604,11.228050477104425,5.710939691187697,0.28906030881230294
6.4,0.33,0.31,5.5,0.048,42.0,173.0,0.9951,3.19,0.66,9.3,6,0.24277456507066725,9.345785000718521,9.999984375024415,6.0,0.0
7.1,0.34,0.15,1.2,0.053,61.0,183.0,0.9936,3.09,0.43,9.2,5,0.33333333151183975,9.259249940368417,14.489766347415618,5.0,0.0
6.8,0.28,0.4,22.0,0.048,48.0,167.0,1.001,2.93,0.5,8.7,5,0.28742514797949015,8.6913000086913,9.999985294139272,5.0,0.0
6.9,0.27,0.4,14.0,0.05,64.0,227.0,0.9979,3.18,0.58,9.6,6,0.28193832474917035,9.62019278465499,10.298492091802848,5.706237087756973,0.293762912243027
6.8,0.26,0.56,11.9,0.043,64.0,226.0,0.997,3.02,0.63,9.3,5,0.2831858394549299,9.327974595812844,8.29267281381364,5.114822380551641,-0.11482238055164107
6.8,0.29,0.56,11.9,0.043,66.0,230.0,0.9972,3.02,0.63,9.3,5,0.2869565204914934,9.32610376443666,7.999990588246366,5.0,0.0
6.7,0.24,0.41,9.4,0.04,49.0,166.0,0.9954,3.12,0.61,9.9,6,0.2951807211133691,9.945740460377275,10.30767644972854,6.0,0.0
5.9,0.3,0.23,4.2,0.038,42.0,119.0,0.9924,3.15,0.5,11.0,5,0.352941173504696,11.084229056601112,11.132054467821758,5.0,0.0
6.8,0.53,0.35,3.8,0.034,26.0,109.0,0.9906,3.26,0.57,12.7,8,0.23853210790337517,12.820499878356673,7.72726394629097,8.0,0.0
6.5,0.28,0.28,8.5,0.047,54.0,210.0,0.9962,3.09,0.54,8.9,4,0.25714285591836733,8.933940038205142,11.607122130139052,4.0,0.0
6.6,0.28,0.28,8.5,0.052,55.0,211.0,0.9962,3.09,0.55,8.9,6,0.2606635058736327,8.933940038205142,11.785693239833497,6.0,0.0
6.8,0.28,0.36,8.0,0.045,28.0,123.0,0.9928,3.02,0.37,11.4,6,0.22764227457201403,11.482663695947123,10.624983398463439,6.0,0.0
6.6,0.15,0.34,5.1,0.055,34.0,125.0,0.9942,3.36,0.42,9.6,5,0.27199999782400003,9.655995115675804,13.469360266611702,5.0,0.0
6.4,0.29,0.44,3.6,0.2,75.0,181.0,0.9942,3.02,0.41,9.1,5,0.4143646385946705,9.153078703401022,8.767111277929757,5.525883082933109,-0.5258830829331087
6.4,0.3,0.45,3.5,0.197,76.0,180.0,0.9942,3.02,0.39,9.1,6,0.42222221987654324,9.153078703401022,8.533321955570726,6.0,0.0
